Name,Platform,Year,Genre,Publisher,NA_,EU_,JP_,Other_,Global_,C_Score,U_Score,Rating
JohnDeere:HarvestintheHeartland,DS,2007,Simulation,Ubisoft,1.44,0.19,0,0.13,1.81,43,tbd,E
DynastyWarriors6,PS2,2008,Action,Tecmo Koei,0.8,0.6,0,0.2,1.67,43,5.4,T
StarWars:TheForceUnleashedII,DS,2010,Action,LucasArts,1.31,0.23,0,0.15,1.62,43,4,T
G.I.Joe:TheRiseofCobra,PS3,2009,Action,Electronic Arts,0.79,0.5,0,0.21,1.5,43,4.8,T
QuantumTheory,PS3,2010,Shooter,Tecmo Koei,0.38,0.69,0.15,0.23,1.46,43,5.3,M
DigimonWorld:DataSquad,PS2,2006,Role-Playing,Namco Bandai Games,0.71,0.53,0,0.18,1.41,43,8,E10+
MonsterJam,X360,2007,Racing,Activision,1.13,0,0,0.13,1.25,43,6.4,E
Pac-ManParty3D,3DS,2011,Misc,Namco Bandai Games,0.75,0.33,0,0.08,1.25,43,5.4,E
Megamind:UltimateShowdown,PS3,2010,Action,THQ,0.54,0.38,0,0.15,1.15,43,4.2,E10+
Yaiba:NinjaGaidenZ,PS3,2014,Action,Tecmo Koei,0.56,0.33,0,0.22,1,43,4.5,M
SafeCracker:TheUltimatePuzzleAdventure,DS,2009,Puzzle,The Adventure Company,0.5,0.43,0,0.07,1,43,tbd,E
HarryPotterandtheDeathlyHallows-Part2,PC,2011,Action,Electronic Arts,0.42,0.33,0,0.08,0.83,43,5,
MindJack,X360,2011,Shooter,Square Enix,0.58,0.17,0,0.08,0.75,43,1.2,M
Devil'sThird,WiiU,2015,Action,Nintendo,0.5,0.25,0,0.13,0.75,43,6.5,M
DeadorAliveXtreme3:Fortune,PS4,2016,Sports,Tecmo Koei,0,0,0.71,0,0.71,43,7.8,
Zathura,PS2,2005,Adventure,Take-Two Interactive,0.33,0.28,0,0.11,0.67,43,2,E10+
Myst,DS,2007,Adventure,Midway Games,0.56,0,0,0.06,0.63,43,3.5,E
BackyardWrestling2:ThereGoestheNeighborhood,XB,2004,Fighting,Eidos Interactive,0.47,0.16,0,0,0.63,43,tbd,M
Rengoku:TheTowerofPurgatory,PSP,2005,Action,Konami Digital Entertainment,0.56,0,0,0.06,0.61,43,5.6,M
TheMummy:TomboftheDragonEmperor,DS,2008,Action,Vivendi Games,0.53,0,0,0.07,0.6,43,tbd,T
ArmoredCore3Portable,PSP,2009,Simulation,From Software,0,0,0.57,0,0.57,43,6.7,T
EnemyFront,PS3,2014,Shooter,City Interactive,0.11,0.44,0,0.11,0.56,43,6,M
JusticeLeagueHeroes,DS,2006,Role-Playing,Eidos Interactive,0.47,0,0,0.06,0.53,43,5.7,E10+
America'sArmy:TrueSoldiers,X360,2007,Shooter,Ubisoft,0.5,0,0,0.06,0.5,43,6.7,T
ECWAnarchyRulz,PS,1999,Fighting,Acclaim Entertainment,0.25,0.17,0,0.04,0.46,43,6.3,E
LEGOFriends,3DS,2013,Action,Warner Bros. Interactive Entertainment,0,0.4,0,0,0.4,43,8.3,E
TheLegendofAlonD'ar,PS2,2001,Role-Playing,Ubisoft,0.18,0.14,0,0.05,0.36,43,6.7,T
PowerRangersSuperMegaforce,3DS,2014,Action,Namco Bandai Games,0.11,0.11,0,0,0.33,43,tbd,E10+
FuruFuruPark,Wii,2007,Misc,Taito,0.31,0,0,0,0.31,43,4.8,E10+
XBLAZECode:Embryo,PSV,2013,Adventure,Arc System Works,0.1,0,0.1,0,0.3,43,7.4,M
FinalFight:Streetwise,PS2,2006,Action,Capcom,0.18,0.12,0,0.06,0.29,43,6.2,M
RollerCoasterTycoonWorld,PC,2016,Simulation,Atari,0,0.29,0,0,0.29,43,2.4,E
Igor:TheGame,DS,2008,Adventure,Legacy Interactive,0.27,0,0,0,0.27,43,tbd,E
FIFAStreet2,DS,2006,Sports,Electronic Arts,0.24,0,0,0,0.24,43,7.5,E
JusticeLeague:Chronicles,GBA,2003,Platform,Midway Games,0.15,0.05,0,0,0.2,43,tbd,E
TMNT:MutantMelee,XB,2005,Fighting,Konami Digital Entertainment,0.06,0,0,0,0.11,43,4.8,T
PDCWorldChampionshipDarts2008,PSP,2008,Sports,Oxygen Interactive,0.07,0,0,0,0.07,43,tbd,E10+
ZumbaFitness,X360,2010,Sports,505 Games,13.38,3.46,0,1.38,18.23,42,5.5,E
WCW/NWOThunder,PS,1998,Fighting,THQ,4.4,1.92,0.16,0.28,6.76,42,,
IronMan,PS3,2008,Action,Sega,2.13,1.67,0,0.73,4.53,42,6.2,T
ATV:QuadPowerRacing,PS,2000,Racing,Acclaim Entertainment,2.52,1.7,0,0.3,4.52,42,tbd,E
BakuganBattleBrawlers:DefendersoftheCore,DS,2010,Action,Activision,3.15,0.15,0.15,0.23,3.69,42,tbd,E10+
DigimonWorld2,PS,2000,Role-Playing,Namco Bandai Games,1,0.7,0.7,0.17,2.52,42,7.6,E
Imagine:MovieStar,DS,2008,Simulation,Ubisoft,2.07,0,0,0.2,2.27,42,tbd,E
PrisonBreak:TheConspiracy,PS3,2010,Action,Deep Silver,0.38,1.15,0,0.38,1.92,42,3.8,T
NASCAR2011:TheGame,Wii,2011,Racing,Activision,1.75,0,0,0.08,1.83,42,3.1,E
RockRevolution,PS3,2008,Misc,Unknown,1.67,0,0,0.13,1.8,42,6.6,T
G.I.Joe:TheRiseofCobra,X360,2009,Action,Electronic Arts,1.21,0.36,0,0.14,1.71,42,4.7,T
TurningPoint:FallofLiberty,PS3,2008,Shooter,Codemasters,1.4,0.07,0,0.13,1.6,42,5.5,T
TimeandEternity,PS3,2012,Role-Playing,Nippon Ichi Software,0.55,0.27,0.55,0.18,1.55,42,5,T
DancingWithTheStars,Wii,2007,Misc,Activision,1.38,0,0,0.13,1.5,42,6.2,E10+
CSI:FatalConspiracy,X360,2010,Adventure,Ubisoft,0.85,0.31,0,0.08,1.31,42,4.8,M
ClashoftheTitans,X360,2010,Action,Namco Bandai Games,0.62,0.46,0,0.15,1.23,42,4.1,T
BakuganBattleBrawlers:DefendersoftheCore,Wii,2010,Action,Activision,1.08,0,0,0.08,1.23,42,tbd,E10+
BakuganBattleBrawlers:DefendersoftheCore,PSP,2010,Action,Activision,0.69,0.31,0,0.23,1.15,42,tbd,E10+
IronChefAmerica:SupremeCuisine,Wii,2008,Simulation,Destineer,1.07,0,0,0.07,1.13,42,tbd,E10+
GreenLantern:RiseoftheManhunters,3DS,2011,Action,Warner Bros. Interactive Entertainment,0.75,0.25,0,0.08,1.08,42,3.9,E10+
MCGroovzDanceCraze,GC,2004,Misc,Mad Catz,0.79,0.21,0,0.05,1.05,42,6.8,E
Venetica,X360,2010,Role-Playing,DTP Entertainment,0.69,0.23,0,0.08,1,42,7.3,T
TheSmurfs2,WiiU,2013,Platform,Ubisoft,0.4,0.3,0,0.1,0.9,42,5.6,E
Cabela'sDangerousHunts2009,X360,2008,Sports,Activision,0.8,0,0,0.07,0.87,42,tbd,T
MXvs.ATVSupercrossEncore,PS4,2015,Sports,Nordic Games,0,0.63,0,0.13,0.75,42,4.1,E
FamilyParty:30GreatGames,Wii,2008,Misc,D3Publisher,0.53,0.07,0,0.07,0.6,42,1,E10+
StarTrek:ShatteredUniverse,PS2,2004,Simulation,Global Star,0.26,0.21,0,0.05,0.53,42,8.3,E
AnimalKingdom:WildlifeExpedition,Wii,2009,Adventure,Natsume,0.5,0,0,0.07,0.5,42,tbd,E
JimmyNeutron:BoyGenius,GC,2002,Platform,THQ,0.33,0.1,0,0,0.43,42,5.1,E
Brave:AWarrior'sTale,X360,2009,Action,SouthPeak Games,0.36,0.07,0,0,0.43,42,5,E10+
HistoryGreatEmpires:Rome,DS,2009,Strategy,Black Bean Games,0.36,0,0,0,0.36,42,tbd,E10+
Coraline,Wii,2009,Action,D3Publisher,0.36,0,0,0,0.36,42,5.5,E10+
DisneySportsSkateboarding,GBA,2002,Sports,Konami Digital Entertainment,0.24,0.1,0,0,0.33,42,tbd,E
SPRay,Wii,2008,Action,Tecmo Koei,0.27,0,0,0,0.27,42,4.5,E10+
Hellboy:TheScienceofEvil,PSP,2008,Action,Konami Digital Entertainment,0.27,0,0,0,0.27,42,7.1,T
TMNT,DS,2007,Action,Ubisoft,0.19,0.06,0,0,0.25,42,2.2,E10+
Mission:Impossible-OperationSurma,GBA,2003,Platform,Atari,0.15,0.05,0,0,0.2,42,tbd,T
SmashingDrive,XB,2002,Racing,Namco Bandai Games,0.14,0.05,0,0,0.19,42,tbd,T
Stormrise,PC,2009,Strategy,Sega,0,0.14,0,0,0.14,42,4.9,M
SuperDungeonBros,PS4,2016,Action,Nordic Games,0.14,0,0,0,0.14,42,2.3,E10+
Pirates:LegendoftheBlackBuccaneer,PS2,2006,Adventure,10TACLE Studios,0.06,0.06,0,0,0.12,42,7,T
FinalFight:Streetwise,XB,2006,Action,Capcom,0.06,0,0,0,0.12,42,4,M
SuperBubblePop,XB,2002,Puzzle,Jaleco,0.05,0,0,0,0.05,42,tbd,E
HarryPotterandtheDeathlyHallows-Part1,Wii,2010,Action,Electronic Arts,1.69,2.08,0,0.38,4.15,41,5,T
EmergencyHeroes,Wii,2008,Racing,Ubisoft,0.93,1.8,0,0.33,3.13,41,4.2,E10+
JamesBond007:Legends,PS3,2012,Shooter,Activision,1,1.45,0,0.64,3.09,41,,
GTProSeries,Wii,2006,Racing,Ubisoft,2.71,0.06,0.12,0.24,3.06,41,4,E
IronMan2,PS3,2010,Action,Sega,1.08,1.38,0,0.54,3,41,5.2,T
TheGoldenCompass,X360,2007,Action,Sega,1.88,0.75,0,0.25,2.88,41,4.1,E10+
AmericanIdol,PS2,2003,Misc,Codemasters,1.35,1.05,0,0.35,2.75,41,4.8,E
IronMan2,Wii,2010,Action,Sega,1.15,1.15,0,0.23,2.46,41,4.6,T
ClashoftheTitans,PS3,2010,Action,Namco Bandai Games,0.69,1.15,0.08,0.38,2.38,41,1.7,T
MotionSports:Adrenaline,X360,2011,Sports,Ubisoft,1.17,0.83,0,0.25,2.25,41,7.4,E
IronMan2,X360,2010,Action,Sega,1.15,0.69,0,0.23,2.08,41,5.9,T
Transformers:CybertronAdventures,Wii,2010,Action,Activision,1.08,0.77,0,0.15,2.08,41,6.5,T
WWIIAces,Wii,2008,Simulation,Destineer,1.67,0,0,0.13,1.8,41,5.4,T
DecaSports3,Wii,2010,Sports,Hudson Soft,1.08,0.54,0,0.15,1.77,41,tbd,E
25toLife,XB,2006,Shooter,Eidos Interactive,0.71,0.24,0,0.06,1,41,7.2,M
HauntedHouse,Wii,2010,Action,Atari,0.92,0,0,0.08,1,41,tbd,E10+
JASF:Jane'sAdvancedStrikeFighters,PS3,2011,Simulation,Deep Silver,0.58,0.25,0,0.08,0.92,41,3.1,T
PuzzledeHarvestMoon,DS,2007,Puzzle,Natsume,0.75,0,0,0.06,0.81,41,6.3,E
ManaKhemia:StudentAlliance,PSP,2008,Role-Playing,Nippon Ichi Software,0.4,0,0.2,0.07,0.67,41,5.3,E10+
WinterSports2:TheNextChallenge,X360,2008,Sports,RTL,0.4,0.07,0,0.07,0.47,41,tbd,E
IL-2Sturmovik:BirdsofPrey,DS,2009,Simulation,505 Games,0.43,0,0,0,0.43,41,2.4,E10+
RapalaFishingFrenzy2009,X360,2008,Sports,Activision,0.27,0,0,0,0.33,41,7.2,E
TaitoLegendsPowerUp,PSP,2007,Action,Destineer,0.31,0,0,0,0.31,41,tbd,E
101-in-1SportsPartyMegamix,Wii,2010,Sports,Nordcurrent,0.15,0,0,0,0.23,41,tbd,E10+
StarTrek:ShatteredUniverse,XB,2004,Simulation,Global Star,0.16,0.05,0,0,0.21,41,4,E
CIDTheDummy,PSP,2009,Platform,Oxygen Interactive,0.14,0,0,0,0.21,41,tbd,E10+
RapalaTournamentFishing!,X360,2006,Sports,Activision,0.18,0,0,0,0.18,41,8,E
CountdownVampires,PS,1999,Adventure,Namco Bandai Games,0.08,0.04,0,0,0.17,41,tbd,M
StreetSupremacy,PSP,2005,Racing,Konami Digital Entertainment,0.17,0,0,0,0.17,41,tbd,E
Smuggler'sRun,GBA,2002,Racing,Rebellion,0.05,0,0,0,0.05,41,4.3,E
ProYakyuuFamilyStadium,NES,1986,Sports,Namco Bandai Games,0.41,0,5.54,0,5.95,40,,
DragonBallZ:Taiketsu,GBA,2003,Fighting,Atari,3.85,1.45,0,0.1,5.4,40,6.1,T
MotionSports,X360,2010,Sports,Ubisoft,2.92,1.92,0,0.46,5.31,40,4.4,T
Frozen:Olaf'sQuest,DS,2013,Platform,Disney Interactive Studios,2.1,2.6,0,0.4,5.2,40,,
iCarly,DS,2009,Adventure,Activision,4.71,0.07,0,0.36,5.07,40,8.3,E
TVShowKingParty,Wii,2008,Puzzle,Ubisoft,1.2,2.67,0,0.53,4.4,40,tbd,T
iCarly,Wii,2009,Adventure,Activision,3,0,0,0.21,3.21,40,tbd,E
Planet51,DS,2009,Action,Sega,1.57,1,0,0.29,2.79,40,tbd,E
DreamworksMadagascarKartz,DS,2009,Racing,Activision,1.79,0.57,0,0.21,2.57,40,tbd,E
PressYourLuck2010Edition,Wii,2009,Misc,Ubisoft,2.36,0,0,0.21,2.5,40,tbd,E
Imagine:PartyBabyz,Wii,2008,Simulation,Ubisoft,2.2,0.13,0,0.2,2.47,40,6.1,E
NorthAmericanHuntingExtravaganza,Wii,2008,Sports,Zushi Games,2.2,0,0,0.2,2.4,40,tbd,T
FamilyGuy:BacktotheMultiverse,PS3,2012,Action,Activision,1.09,0.91,0,0.36,2.36,40,6.4,M
SummerAthletics:TheUltimateChallenge(USsales),Wii,2008,Sports,DTP Entertainment,1.53,0.2,0,0,1.8,40,,
DreamworksMadagascarKartz,X360,2009,Racing,Activision,1,0.64,0,0.14,1.79,40,6,E
TheGoldenCompass,PS3,2007,Action,Sega,0.88,0.63,0,0.31,1.75,40,4.8,E10+
BabyPals,DS,2007,Simulation,THQ,1.63,0.06,0,0.13,1.75,40,tbd,E
PrisonBreak:TheConspiracy,X360,2010,Action,Deep Silver,0.54,0.85,0,0.15,1.62,40,4.7,T
Paws&Claws:PetResort,DS,2008,Simulation,THQ,1.47,0,0,0.13,1.6,40,,
PressYourLuck2010Edition,DS,2009,Misc,Ubisoft,1.29,0,0,0.07,1.43,40,tbd,E
FarmingSimulator2013,PS3,2013,Simulation,Focus Home Interactive,0,0.9,0.2,0.2,1.4,40,2.9,E
MySecretWorldbyImagine,DS,2008,Misc,Ubisoft,0,1.33,0,0,1.33,40,8.8,E
NavalAssault:TheKillingTide,X360,2010,Simulation,505 Games,0.62,0.54,0,0.15,1.31,40,4.2,T
RinglingBros.andBarnum&BaileyCircus,Wii,2009,Action,Take-Two Interactive,1.21,0,0,0.07,1.29,40,,
I'mACelebrity:GetMeOutofHere!,Wii,2009,Misc,Mindscape,0,1.14,0,0.07,1.21,40,,
MedievalGames,Wii,2009,Action,Vir2L Studios,1,0.07,0,0.07,1.14,40,5.9,E10+
TheBibleGame,PS2,2005,Misc,Crave Entertainment,0.56,0.44,0,0.17,1.11,40,5.4,E
BeybladeG-Revolution,GBA,2004,Action,Atari,0.79,0.26,0,0,1.05,40,7.8,E
IHRADragRacing2004,XB,2003,Racing,Bethesda Softworks,0.75,0.2,0,0.05,1,40,7.4,E
AmericanChopper2:FullThrottle,PS2,2005,Racing,Zoo Digital Publishing,0.5,0.39,0,0.11,1,40,8.1,T
CandaceKane'sCandyFactory,Wii,2008,Action,Destineer,0.93,0,0,0.07,1,40,tbd,E
BuckFever,Wii,2009,Sports,Destineer,0.93,0,0,0.07,1,40,tbd,T
HelloKitty:HappyPartyPals,GBA,2005,Misc,THQ,0.67,0.28,0,0,0.94,40,,
Paws&Claws:PetResort,GBA,2006,Simulation,THQ,0.71,0.24,0,0,0.94,40,,
SciencePapa,Wii,2009,Misc,Activision,0.79,0.07,0,0.07,0.93,40,tbd,E
SeaWorldAdventureParks:Shamu'sDeepSeaAdventure,PS2,2005,Adventure,Activision,0.44,0.33,0,0.11,0.89,40,,
Let'sRide:SunshineStables,GBA,2005,Sports,DTP Entertainment,0.67,0.22,0,0,0.89,40,,
WCWBackstageAssault,PS,1999,Action,Electronic Arts,0.5,0.33,0,0.04,0.88,40,,T
BloodDrive,X360,2010,Racing,Activision,0.69,0.08,0,0.08,0.85,40,6.5,M
BrainBoost:GammaWave,DS,2005,Puzzle,505 Games,0.78,0,0,0.06,0.83,40,tbd,E
HOP,DS,2011,Platform,505 Games,0.67,0.08,0,0.08,0.83,40,,
Paws&Claws:PetResort,Wii,2009,Simulation,THQ,0.71,0,0,0.07,0.79,40,,
EscapeDeadIsland,PS3,2014,Action,Deep Silver,0.44,0.33,0,0.11,0.78,40,3.5,M
WaltDisneyPicturesPresents:TheWild,GBA,2006,Platform,Disney Interactive Studios,0.53,0.18,0,0,0.76,40,,
TotallySpies!TotallyParty,Wii,2008,Misc,Ubisoft,0.6,0.07,0,0.07,0.73,40,,
Disney'sWinniethePooh'sRumblyTumblyAdventure,PS2,2005,Platform,Ubisoft,0.33,0.28,0,0.11,0.72,40,tbd,E
Disney'sWinniethePooh'sRumblyTumblyAdventure,GBA,2005,Platform,Ubisoft,0.5,0.17,0,0,0.72,40,,
SciencePapa,DS,2009,Misc,Activision,0.64,0.07,0,0.07,0.71,40,tbd,E
DaGeDar,DS,2011,Action,GameMill Entertainment,0.67,0,0,0.08,0.67,40,tbd,E
ZhuZhuBabies,DS,2011,Simulation,Activision,0.5,0.08,0,0.08,0.67,40,tbd,E
TheBibleGame,GBA,2005,Misc,Crave Entertainment,0.5,0.17,0,0,0.67,40,tbd,E
GoPlay:CitySports,Wii,2009,Sports,Majesco Entertainment,0.57,0,0,0.07,0.64,40,tbd,E
FamilyGameShow,Wii,2009,Misc,Zushi Games,0.57,0,0,0.07,0.64,40,tbd,E10+
ThePolarExpress,GC,2004,Adventure,THQ,0.42,0.11,0,0,0.58,40,4.7,E
AliensintheAttic,Wii,2009,Action,Playlogic Game Factory,0.5,0,0,0.07,0.57,40,tbd,E10+
LooneyTunes:AcmeArsenal,X360,2007,Action,Warner Bros. Interactive Entertainment,0.38,0.06,0,0.06,0.5,40,6.8,E10+
SeaWorldAdventureParks:Shamu'sDeepSeaAdventure,GC,2005,Adventure,Activision,0.39,0.11,0,0,0.5,40,,
Jumper:Griffin'sStory,PS2,2008,Action,Eidos Interactive,0.2,0.2,0,0.07,0.47,40,4.2,T
MyHorse&Me:RidingforGold,DS,2008,Sports,Atari,0.33,0.07,0,0,0.47,40,,
SeaWorldAdventureParks:Shamu'sDeepSeaAdventure,GBA,2005,Adventure,Activision,0.33,0.11,0,0,0.44,40,,
PocketDogs,GBA,2004,Misc,Agatsuma Entertainment,0.32,0.11,0,0,0.42,40,,
WinxClub:MissionEnchantix,DS,2008,Adventure,Konami Digital Entertainment,0.2,0.13,0,0,0.4,40,tbd,E
ChryslerClassicRacing,Wii,2008,Racing,Zoo Games,0.4,0,0,0,0.4,40,tbd,E
Disney'sWinniethePooh'sRumblyTumblyAdventure,GC,2005,Platform,Ubisoft,0.28,0.06,0,0,0.39,40,,
ClassicAction:Devilish,DS,2005,Misc,505 Games,0.33,0,0,0,0.39,40,tbd,T
MyHorse&Me:RidingforGold,Wii,2008,Sports,Atari,0.27,0.07,0,0,0.33,40,,
PrincessonIce,DS,2008,Sports,505 Games,0.27,0.07,0,0,0.33,40,tbd,E
M&M'sAdventure,DS,2008,Adventure,Zoo Digital Publishing,0.27,0,0,0,0.33,40,,
Heathcliff!FranticFoto,DS,2010,Misc,Storm City Games,0.31,0,0,0,0.31,40,,
I'mACelebrity:GetMeOutofHere!,DS,2009,Misc,Mindscape,0,0.29,0,0,0.29,40,,
SeaWorldAdventureParks:Shamu'sDeepSeaAdventure,DS,2005,Adventure,Activision,0.28,0,0,0,0.28,40,,
AmericanChopper2:FullThrottle,XB,2005,Racing,Zoo Digital Publishing,0.22,0.06,0,0,0.28,40,tbd,T
TheBerenstainBearsandtheSpookyOldTree,GBA,2005,Platform,Namco Bandai Games,0.17,0.06,0,0,0.28,40,,
CandaceKane'sCandyFactory,DS,2008,Action,Destineer,0.27,0,0,0,0.27,40,tbd,E
BattleRage,Wii,2008,Shooter,Popcorn Arcade,0.27,0,0,0,0.27,40,,
MythMakers:TrixieinToyland,Wii,2008,Platform,Popcorn Arcade,0.27,0,0,0,0.27,40,0.2,E
MonsterBand,DS,2008,Misc,Tivola,0.27,0,0,0,0.27,40,tbd,E
AroundtheWorldin80Days,GBA,2004,Action,Hip Interactive,0.16,0.05,0,0,0.26,40,tbd,E
Dr.Seuss:GreenEggsandHam,GBA,2003,Action,NewKidCo,0.2,0.05,0,0,0.25,40,9,E
ShrekSuperParty,GC,2003,Misc,TDK Mediactive,0.2,0.05,0,0,0.25,40,7.3,E
MikePiazza'sStrikeZone,N64,1998,Sports,GT Interactive,0.2,0.04,0,0,0.24,40,,
Trollz:HairAffair!,GBA,2005,Misc,Ubisoft,0.17,0.06,0,0,0.22,40,,
BigMuthaTruckers,GBA,2005,Racing,Zoo Digital Publishing,0.17,0.06,0,0,0.22,40,,
StadiumGames,GBA,2003,Sports,Ignition Entertainment,0.15,0.05,0,0,0.2,40,,
StoryHour:Adventures,Wii,2008,Adventure,Zoo Digital Publishing,0.2,0,0,0,0.2,40,tbd,E
TotallySpies!TotallyParty,PC,2008,Misc,Ubisoft,0,0.13,0,0,0.2,40,,
ProYakyuuFamilyStadium,Wii,2008,Sports,Namco Bandai Games,0,0,0.2,0,0.2,40,,
FistoftheNorthStar:Ken'sRage2,WiiU,2013,Fighting,Tecmo Koei,0,0,0.2,0,0.2,40,5.8,M
WhoWantstobeaMillionaire:1stEdition,DS,2007,Misc,Ubisoft,0,0.19,0,0,0.19,40,,
WhoWantstobeaMillionaire:1stEdition,Wii,2007,Misc,Ubisoft,0,0.19,0,0,0.19,40,,
UndergroundPool,DS,2007,Sports,UFO Interactive,0.19,0,0,0,0.19,40,tbd,E
WorldWarIICombat:RoadToBerlin,XB,2006,Shooter,Groove Games,0.12,0.06,0,0,0.18,40,1.2,M
HelloKitty:RollerRescue,PC,2005,Action,Empire Interactive,0,0.17,0,0,0.17,40,,
JamesPond:CodenameRobocod,GBA,2005,Platform,Play It,0.11,0.06,0,0,0.17,40,,
Kong:KingofAtlantis,GBA,2005,Action,THQ,0.11,0.06,0,0,0.17,40,tbd,E
FranklintheTurtle,GBA,2005,Misc,Game Factory,0.11,0.06,0,0,0.17,40,,
DemonDriver:TimetoBurnRubber!,GBA,2003,Racing,Ignition Entertainment,0.1,0.05,0,0,0.15,40,,
EmergencyMayhem,Wii,2008,Racing,Codemasters,0.13,0,0,0,0.13,40,4.3,T
TankBeat,DS,2006,Strategy,Midas Interactive Entertainment,0.06,0.06,0,0,0.12,40,5.4,E10+
EurekaSevenVol.2:TheNewVision,PS2,2006,Shooter,Namco Bandai Games,0,0,0.12,0,0.12,40,7,T
DeadtoRights,GBA,2004,Shooter,Zoo Digital Publishing,0.05,0,0,0,0.11,40,tbd,T
TotallySpies!TotallyParty,PS2,2008,Misc,Ubisoft,0.07,0.07,0,0,0.07,40,,
SeaWorldAdventureParks:Shamu'sDeepSeaAdventure,XB,2005,Adventure,Activision,0.06,0,0,0,0.06,40,,
HotWheels:StuntTrackChallenge/WorldRace,GBA,2006,Racing,"Destination Software, Inc",0.06,0,0,0,0.06,40,,
TheLandBeforeTime:IntotheMysteriousBeyond,GBA,2006,Platform,Game Factory,0.06,0,0,0,0.06,40,,
SpaceRaiders,GC,2003,Shooter,Taito,0.05,0,0,0,0.05,40,tbd,T
Wipeout:InTheZone,X360,2011,Misc,Activision,7.25,0,0,0.5,7.75,39,5.6,E10+
WheelofFortune,Wii,2010,Misc,THQ,6.62,0.31,0,0.46,7.46,39,7.6,E
That'sSoRaven,GBA,2004,Adventure,Disney Interactive Studios,2.84,1.05,0,0.05,4,39,7.6,E
ResidentEvil:Survivor,PS,2000,Action,Eidos Interactive,1,0.65,1.26,0.22,3.09,39,7,M
Hooked!Again:RealMotionFishing,Wii,2009,Sports,505 Games,2.57,0,0,0.21,2.79,39,,
25toLife,PS2,2006,Shooter,Eidos Interactive,2.06,0.06,0,0.35,2.47,39,4.9,M
FamilyGuy:BacktotheMultiverse,X360,2012,Action,Activision,1.27,0.82,0,0.18,2.27,39,5,M
"Monsters,Inc.ScreamArena",GC,2002,Platform,THQ,1.38,0.33,0,0.05,1.76,39,4.7,E
StarWars:FlightoftheFalcon,GBA,2003,Action,THQ,1.25,0.45,0,0.05,1.75,39,5.8,E
HeavyFire:Afghanistan,PS3,2011,Shooter,Unknown,1.42,0,0,0.17,1.5,39,3.3,T
TonyHawk'sProSkater5,XOne,2015,Sports,Activision,1.13,0.25,0,0.13,1.5,39,2.1,T
TonyHawk'sMotion,DS,2008,Sports,Activision,1.27,0,0,0.13,1.4,39,tbd,E
CSI:FatalConspiracy,PS3,2010,Adventure,Ubisoft,0.85,0.38,0,0.15,1.38,39,5.6,M
TheCursedCrusade,X360,2011,Action,DTP Entertainment,0.67,0.42,0,0.08,1.25,39,4.4,M
ThePolarExpress,PS2,2004,Adventure,THQ,0.58,0.47,0,0.16,1.21,39,4.3,E
AloneintheDark,Wii,2008,Adventure,Atari,0.6,0.53,0,0.13,1.2,39,4.4,M
Thor:GodofThunder,PS3,2011,Action,Sega,0.58,0.42,0,0.17,1.17,39,4.4,T
CharlieandtheChocolateFactory,GC,2005,Adventure,Global Star,0.78,0.22,0,0,1,39,3.2,E
Cabela'sDangerousHunts2009,PS3,2008,Sports,Activision Value,0.8,0,0,0.07,0.87,39,1.8,T
BrainBoost:BetaWave,DS,2005,Puzzle,505 Games,0.78,0,0,0.06,0.83,39,2.5,E
Coraline,PS2,2009,Action,D3Publisher,0.43,0.29,0,0.07,0.79,39,2,E10+
AttackoftheMovies3D,Wii,2010,Shooter,Majesco Entertainment,0.69,0,0,0.08,0.77,39,tbd,T
SportsIllustratedforKids:Baseball,GBA,2001,Sports,BAM! Entertainment,0.55,0.23,0,0,0.77,39,tbd,E
Onechanbara:BikiniSamuraiSquad,X360,2006,Action,D3Publisher,0.65,0.06,0,0.06,0.76,39,6.4,M
Ski-DooSnowmobileChallenge,PS3,2009,Racing,PQube,0.71,0,0,0.07,0.71,39,tbd,E
JU-ON:TheGrudge,Wii,2009,Action,Rising Star Games,0.5,0.07,0.07,0.07,0.71,39,5.6,M
TheSettlers,DS,2007,Action,Ubisoft,0.63,0,0,0.06,0.69,39,5.6,E
AirborneTroops:CountdowntoD-Day,PS2,2005,Shooter,Playlogic Game Factory,0.33,0.28,0,0.11,0.67,39,8.1,T
CharlieandtheChocolateFactory,XB,2005,Adventure,Global Star,0.44,0.11,0,0,0.61,39,0.5,E
TheMummy:TomboftheDragonEmperor,Wii,2008,Action,Vivendi Games,0.53,0,0,0.07,0.6,39,6.4,T
ArmyMen:GreenRogue,PS2,2001,Action,3DO,0.27,0.23,0,0.09,0.59,39,3.8,T
Ski-DooSnowmobileChallenge,Wii,2009,Racing,Valcon Games,0.57,0,0,0.07,0.57,39,tbd,E
UniversalStudiosThemeParksAdventure,GC,2001,Misc,Kemco,0.36,0.09,0,0,0.45,39,2.9,T
HiddenInvasion,PS2,2001,Shooter,Swing! Entertainment,0.18,0.14,0,0.05,0.36,39,5.8,T
Cabela'sTrophyBucks,X360,2007,Sports,Activision Value,0.25,0,0,0,0.31,39,3,T
FantasticFour:RiseoftheSilverSurfer,Wii,2007,Action,Take-Two Interactive,0.25,0.06,0,0,0.31,39,5.9,T
Ski-DooSnowmobileChallenge,X360,2009,Racing,Valcon Games,0.21,0,0,0,0.29,39,tbd,E
GregHastings'TournamentPaintballMax'd,DS,2006,Shooter,Activision,0.18,0,0,0,0.24,39,7.4,E10+
